"","name","FGA","FGM","Pts","exFGM","exPts","FGMDiff","PtsDiff"
"214","Quincy Acy",28,13,29,14.1133562943569,30.9901582509728,-1.11335629435689,-1.99015825097275
"215","Spencer Dinwiddie",34,14,29,14.3849492750766,30.9225171826678,-0.384949275076627,-1.92251718266781
"216","Jason Thompson",27,12,24,12.9452093114258,25.8904186228516,-0.945209311425783,-1.89041862285157
"217","Wesley Matthews",357,140,365,142.818953751643,366.840799338901,-2.81895375164262,-1.84079933890081
"218","Mitch McGary",7,3,6,3.63047032151515,7.2609406430303,-0.630470321515148,-1.2609406430303
"219","Tarik Black",23,12,24,12.626403926581,25.2528078531621,-0.626403926581027,-1.25280785316205
"220","Zach Randolph",352,168,336,168.047731973685,337.224410027012,-0.0477319736850745,-1.22441002701242
"221","Tyler Hansbrough",32,15,32,16.22917043953,33.2129977139653,-1.22917043953001,-1.21299771396526
"222","Joe Harris",4,1,3,1.39077749266488,4.17233247799463,-0.390777492664875,-1.17233247799463
"223","Nemanja Bjelica",110,45,112,45.1168534120326,113.13330510571,-0.116853412032555,-1.13330510571024
"224","Chris Andersen",6,2,5,2.3168424113986,6.01830378736302,-0.3168424113986,-1.01830378736302
"225","Spencer Hawes",132,57,131,58.2885950000607,131.970372070756,-1.28859500006075,-0.970372070756184
"226","Cleanthony Early",6,3,7,2.99415511812095,7.93078778009122,0.00584488187905086,-0.93078778009122
"227","Salah Mejri",1,0,0,0.401757765470744,0.803515530941488,-0.401757765470744,-0.803515530941488
"228","Bruno Caboclo",1,0,0,0.36738680763043,0.73477361526086,-0.36738680763043,-0.73477361526086
"229","Branden Dawson",3,1,2,1.35204024466532,2.70408048933063,-0.352040244665316,-0.704080489330633
"230","James Young",21,8,20,7.83570224620397,20.7032806298283,0.164297753796026,-0.703280629828274
"231","Cliff Alexander",10,5,10,5.3118026140369,10.6236052280738,-0.311802614036903,-0.623605228073806
"232","Kemba Walker",507,222,497,222.624011247254,497.575003591769,-0.62401124725352,-0.575003591769416
"233","Meyers Leonard",225,96,226,92.6392445933862,226.500670144383,3.36075540661376,-0.500670144382724
"234","Luke Babbitt",63,25,64,24.3951233909963,64.4723958987933,0.604876609003679,-0.472395898793252
"235","Ryan Hollins",8,4,8,4.21431297522393,8.42862595044786,-0.214312975223931,-0.428625950447861
"236","Pau Gasol",437,198,400,197.025723811906,400.424759013994,0.974276188093796,-0.424759013994446
"237","Tyler Zeller",77,39,78,39.2001444702538,78.4002889405076,-0.200144470253818,-0.400288940507636
"238","Tyler Ennis",48,22,48,22.2521334826715,48.3198025907226,-0.25213348267155,-0.31980259072261
"239","Chris Johnson",41,16,39,16.1365237161349,39.2963783113365,-0.136523716134931,-0.296378311336525
"240","Brandon Rush",100,41,109,42.9074362119216,109.272049443076,-1.90743621192156,-0.272049443075602
"241","Caron Butler",26,11,23,10.124758514177,23.2348161080651,0.875241485822951,-0.234816108065072
"242","Tristan Thompson",166,90,180,90.1109821245264,180.221964249053,-0.110982124526416,-0.221964249052832
"243","Cory Jefferson",12,6,12,5.87317637019273,12.1481105058562,0.126823629807267,-0.148110505856211
"244","Adreian Payne",70,29,66,29.8852583209935,66.1399985536386,-0.885258320993547,-0.139998553638648
"245","James Ennis",6,2,6,2.33586385197556,6.12708674741723,-0.335863851975558,-0.127086747417232
"246","Marcelo Huertas",56,24,54,23.8971629924521,54.1095597556698,0.102837007547947,-0.109559755669778
"247","Joel Anthony",2,1,2,1.05167757427163,2.10335514854325,-0.0516775742716273,-0.103355148543255
"248","Mike Miller",38,14,40,13.9694070491044,39.9628265252792,0.0305929508955884,0.0371734747207952
"249","Luis Montero",12,5,11,4.79545373080609,10.9360595380295,0.204546269193911,0.0639404619704518
"250","Tibor Pleiss",9,5,10,4.94380539492933,9.88761078985867,0.0561946050706652,0.11238921014133
"251","Lavoy Allen",173,81,162,80.926344575621,161.852689151242,0.0736554243789982,0.147310848757996
"252","Rodney Hood",348,141,331,138.110264836144,330.700629491593,2.88973516385627,0.299370508406582
"253","Aaron Harrison",4,2,5,1.92931168066515,4.66213889227179,0.0706883193348471,0.337861107728206
"254","Eric Moreland",3,2,4,1.8307594611182,3.6615189222364,0.1692405388818,0.338481077763601
"255","Ronnie Price",115,44,118,44.89355052467,117.638894221871,-0.893550524669955,0.361105778128589
"256","Sasha Kaun",5,3,6,2.67150464953638,5.34300929907276,0.328495350463621,0.656990700927241
"257","Carl Landry",26,13,26,12.6207407098471,25.2414814196943,0.379259290152861,0.758518580305722
"258","Jonathon Simmons",79,39,85,39.0405742271657,84.1025154216185,-0.0405742271657417,0.897484578381466
"259","Kyle O'Quinn",120,59,118,56.7913910568493,117.094187302759,2.20860894315071,0.90581269724079
"260","Tobias Harris",376,179,390,176.030511731394,389.048870350183,2.96948826860597,0.951129649817005
"261","Cole Aldrich",39,21,42,20.5234757835577,41.0469515671154,0.476524216442279,0.953048432884557
"262","Jordan Mickey",3,2,4,1.51760437900979,3.03520875801958,0.48239562099021,0.964791241980421
"263","Gerald Green",263,108,258,106.57465786647,257.021604578922,1.42534213352975,0.978395421077778
"264","Deron Williams",335,140,323,139.988767142312,321.915220461598,0.0112328576875598,1.0847795384023
"265","Jose Barea",249,108,253,109.548219793138,251.913996056191,-1.54821979313802,1.08600394380926
"266","Steven Adams",149,85,170,84.4508162292002,168.9016324584,0.549183770799786,1.09836754159957
"267","Thomas Robinson",72,38,76,37.4370284997947,74.8740569995894,0.562971500205308,1.12594300041062
"268","Cristiano Felicio",1,1,2,0.420997920997921,0.841995841995842,0.579002079002079,1.15800415800416
"269","Shayne Whittington",1,1,2,0.419816797832538,0.839633595665075,0.580183202167462,1.16036640433492
"270","Toney Douglas",85,37,87,36.8003700804892,85.3567992839234,0.199629919510755,1.64320071607662
"271","Evan Fournier",386,170,407,170.551826178406,404.807245020914,-0.551826178406088,2.19275497908649
"272","Ryan Kelly",38,18,39,15.7879713543374,36.6621143324532,2.21202864566264,2.33788566754681
"273","Courtney Lee",301,134,298,130.797834165142,295.571699250473,3.20216583485799,2.42830074952684
"274","Andrea Bargnani",192,85,172,82.7594817219704,169.537679351694,2.24051827802957,2.46232064830639
"275","JJ Hickson",104,54,108,52.7110767979256,105.422153595851,1.28892320207441,2.57784640414881
"276","Steve Novak",9,4,11,3.12284262647951,8.35391013282119,0.877157373520493,2.64608986717881
"277","Andre Miller",33,19,39,17.7517269221883,36.2631159896032,1.24827307781171,2.73688401039684
"278","Miles Plumlee",39,24,48,22.6171660898095,45.2343321796191,1.38283391019047,2.76566782038095
"279","Myles Turner",57,26,52,24.4999966302256,48.9999932604512,1.50000336977438,3.00000673954876
"280","Jeff Withey",80,44,88,42.4465093285276,84.8930186570553,1.55349067147237,3.10698134294475
"281","Damian Lillard",561,232,543,235.496421196108,539.748370861703,-3.49642119610792,3.25162913829706
"282","DeMar DeRozan",601,266,550,262.920519730294,546.681315793503,3.07948026970644,3.3186842064971
"283","Rudy Gobert",84,47,94,45.2792535455149,90.5585070910298,1.72074645448509,3.44149290897018
"284","Beno Udrih",101,47,101,44.962740617405,97.4989496170374,2.03725938259496,3.50105038296265
"285","Lucas Nogueira",22,16,32,13.9610857041468,28.3431693292916,2.03891429585316,3.65683067070839
"286","Eric Bledsoe",491,222,492,221.501993590091,488.331899725943,0.498006409908584,3.66810027405739
"287","Mason Plumlee",224,115,230,112.971019650922,226.210773151973,2.02898034907803,3.78922684802686
"288","Bradley Beal",287,125,287,123.943938165748,282.425265434246,1.05606183425245,4.57473456575372
"289","Dwyane Wade",489,225,457,221.219912023505,452.331751881589,3.78008797649508,4.66824811841099
"290","Darren Collison",294,137,306,134.903180260266,301.138814036095,2.09681973973423,4.86118596390548
"291","Marcus Morris",419,177,391,173.157379647209,386.137141527389,3.84262035279127,4.86285847261149
"292","Shane Larkin",166,76,170,75.0499961877434,164.984653369052,0.950003812256583,5.01534663094841
"293","Mario Hezonja",116,51,124,49.7565811043082,118.626118414857,1.24341889569182,5.37388158514348
"294","Brandan Wright",30,18,36,15.2273067393943,30.4546134787886,2.77269326060571,5.54538652121142
"295","Montrezl Harrell",38,24,48,21.1740608415418,42.3481216830837,2.82593915845817,5.65187831691635
"296","Troy Daniels",29,11,32,9.92122965780121,26.3044029105984,1.07877034219879,5.69559708940156
"297","Kenneth Faried",305,166,332,162.785650499858,326.032138886784,3.21434950014154,5.96786111321563
"298","Willie Cauley-Stein",65,39,78,35.8967128746988,71.7934257493976,3.10328712530118,6.20657425060236
"299","Damjan Rudez",28,13,36,11.0601848682887,29.7606779521307,1.93981513171135,6.23932204786929
"300","Nene Nene",63,35,70,31.6057985463868,63.6325950137715,3.39420145361319,6.36740498622845
"301","Robin Lopez",229,115,230,111.781620766377,223.563241532754,3.21837923362291,6.43675846724582
"302","Kyle Lowry",556,227,549,229.648462268893,542.415147729428,-2.64846226889335,6.58485227057179
"303","Richard Jefferson",165,74,181,71.7708420261727,174.403945720563,2.22915797382734,6.59605427943745
"304","Matt Bonner",22,12,30,9.03586420279605,23.003425343714,2.96413579720395,6.99657465628601
"305","Clint Capela",191,114,228,110.496314011889,220.992628023778,3.50368598811124,7.00737197622249
"306","Taj Gibson",196,100,200,96.2174765892807,192.97376855762,3.78252341071931,7.02623144237964
"307","E'Twaun Moore",100,46,101,43.094286022566,93.9193967312474,2.90571397743398,7.08060326875257
"308","James Johnson",93,52,109,47.6991599912242,101.913264368739,4.30084000877581,7.08673563126133
"309","J.R. Smith",277,104,262,101.762935940062,254.893824667747,2.23706405993789,7.10617533225343
"310","Luis Scola",331,154,332,151.978164719327,324.791268921394,2.02183528067255,7.20873107860604
"311","Terrence Ross",216,88,223,85.8635452628815,215.747228077301,2.13645473711853,7.25277192269911
"312","Jeremy Evans",25,16,35,12.4732437249792,27.5653551873283,3.52675627502081,7.4346448126717
"313","Donatas Motiejunas",62,31,69,27.6314366738245,61.4490990636435,3.36856332617554,7.55090093635651
"314","Marcin Gortat",318,164,328,160.196714181425,320.39342836285,3.80328581857523,7.60657163715047
"315","Bobby Portis",91,46,97,42.4560851901271,89.2153859809436,3.54391480987286,7.78461401905645
"316","Manu Ginobili",223,102,239,98.1363792430371,230.94379217439,3.86362075696294,8.0562078256095
"317","Kyle Anderson",83,40,84,36.0515582943585,75.8559940915419,3.94844170564154,8.14400590845813
"318","Jonas Valanciunas",152,83,166,78.8525284022316,157.705056804463,4.14747159776836,8.29494319553672
"319","Kent Bazemore",280,132,313,131.358583338687,304.62718854406,0.641416661313087,8.37281145593983
"320","Shabazz Muhammad",210,99,215,94.1054951587961,206.285799278726,4.8945048412039,8.71420072127398
"321","Kendrick Perkins",16,13,26,8.62263858340283,17.2452771668057,4.37736141659717,8.75472283319435
"322","LaMarcus Aldridge",444,214,428,207.766998309533,419.221299408291,6.23300169046686,8.77870059170897
"323","Seth Curry",40,19,47,15.4752111925613,38.204849306995,3.52478880743872,8.79515069300502
"324","Glenn Robinson",52,27,60,22.9887059607786,50.9244922551138,4.01129403922137,9.07550774488617
"325","Kirk Hinrich",79,35,87,32.4758791695908,77.9107129339017,2.52412083040916,9.08928706609825
"326","Al Horford",439,215,462,206.814180241052,452.901755172243,8.18581975894813,9.09824482775741
"327","Marcus Thornton",278,119,289,115.457597806497,279.415945149655,3.54240219350301,9.58405485034541
"328","TJ McConnell",207,96,209,90.6360447093511,199.327436079888,5.36395529064893,9.67256392011225
"329","Jimmy Butler",506,231,498,225.209192841887,488.221103714228,5.79080715811335,9.77889628577213
"330","Cameron Payne",51,25,59,21.1221971371484,49.1567331773613,3.8778028628516,9.84326682263873
"331","Willie Reed",46,29,58,23.8658704602926,47.7317409205853,5.13412953970735,10.2682590794147
"332","Lou Williams",329,135,321,131.423262171064,310.612202831293,3.57673782893616,10.3877971687071
"333","Harrison Barnes",154,78,175,72.9962528124443,164.513233325528,5.00374718755567,10.4867666744721
"334","Darrell Arthur",213,99,212,94.6932317032686,201.455799554716,4.30676829673145,10.5442004452844
"335","Carmelo Anthony",593,253,555,247.457614141027,544.125224673458,5.54238585897286,10.8747753265418
"336","Kevin Garnett",91,45,90,39.3688476295789,79.1050820667882,5.6311523704211,10.8949179332118
"337","Brandon Knight",631,266,608,259.446905109997,596.833548661152,6.55309489000331,11.1664513388482
"338","Joe Ingles",105,46,121,41.4904138060736,109.716251356768,4.50958619392637,11.2837486432316
"339","Larry Nance Jr.",146,80,161,74.4497792399222,149.668703052946,5.55022076007779,11.3312969470544
"340","Richaun Holmes",106,62,129,54.4054724468456,117.536911324689,7.59452755315435,11.4630886753108
"341","Amir Johnson",174,96,199,88.5853240460308,187.447912477615,7.41467595396921,11.5520875223853
"342","Shaun Livingston",161,80,161,72.7798839471054,149.440851900276,7.22011605289455,11.5591480997235
"343","Greg Monroe",410,214,428,207.856843424533,415.713686849067,6.14315657546672,12.2863131509334
"344","Boban Marjanovic",52,31,62,24.7573009259769,49.5146018519538,6.24269907402312,12.4853981480462
"345","Nikola Jokic",208,112,231,105.695885937541,218.2510261499,6.30411406245933,12.7489738500999
"346","Jordan Hill",241,121,242,114.226098783362,228.77204755333,6.77390121663801,13.2279524466701
"347","Russell Westbrook",649,303,650,293.195487452199,636.34064520105,9.80451254780093,13.6593547989501
"348","Andrew Nicholson",160,76,174,69.8505683822159,159.811004528403,6.14943161778406,14.1889954715972
"349","Anthony Morrow",162,67,175,62.7093145038696,160.762239628365,4.29068549613044,14.2377603716349
"350","Brandon Bass",125,71,142,63.8114966553859,127.744205431984,7.18850334461413,14.2557945680161
"351","Al Jefferson",222,107,214,99.8346999666642,199.669399933328,7.16530003333575,14.3306000666715
"352","Patty Mills",258,116,282,108.734606331077,267.644184343697,7.26539366892305,14.3558156563028
"353","Gorgui Dieng",210,110,221,103.097377821616,206.514605629837,6.90262217838433,14.4853943701627
"354","Ian Mahinmi",174,102,204,94.7066777116805,189.413355423361,7.29332228831946,14.5866445766389
"355","Kosta Koufos",199,108,216,100.442371490983,200.884742981966,7.55762850901723,15.1152570180345
"356","Alexis Ajinca",101,55,110,47.3752275900314,94.7504551800629,7.62477240996856,15.2495448199371
"357","Will Barton",468,214,489,208.843293845801,473.622020525161,5.15670615419859,15.3779794748393
"358","Isaiah Canaan",308,99,322,117.736891284843,306.561725773902,-18.7368912848431,15.4382742260978
"359","Reggie Jackson",565,244,539,238.403901679977,523.338257359401,5.59609832002326,15.6617426405988
"360","Jrue Holiday",276,124,284,118.417423746959,268.326011258216,5.58257625304144,15.6739887417842
"361","Mike Scott",137,70,159,62.8979774323208,143.10909007387,7.10202256767924,15.8909099261299
"362","John Henson",145,85,170,76.9055753544929,153.811150708986,8.09442464550715,16.1888492910143
"363","Thabo Sefolosha",165,89,196,79.7052747398636,179.731367205047,9.29472526013636,16.2686327949534
"364","Marc Gasol",458,214,430,206.298350862712,413.71874536796,7.70164913728786,16.28125463204
"365","Trey Burke",349,150,349,142.291375598145,332.596146972015,7.70862440185519,16.4038530279848
"366","Tim Duncan",203,103,206,94.6971526507253,189.503000953625,8.30284734927467,16.4969990463754
"367","Jon Leuer",267,132,294,125.442297423457,277.197006581699,6.55770257654349,16.8029934183007
"368","Wesley Johnson",174,80,198,71.0236901285891,181.193350822578,8.97630987141093,16.8066491774219
"369","Lance Thomas",230,108,244,100.283101021841,226.934695866314,7.71689897815884,17.0653041336855
"370","Andrew Bogut",102,66,132,56.8553456207038,113.710691241408,9.14465437929622,18.2893087585924
"371","Jason Terry",122,55,144,47.0406524373941,125.495212704485,7.9593475626059,18.5047872955149
"372","Nick Young",237,90,236,83.9287570924042,217.427701917371,6.07124290759576,18.5722980826289
"373","LeBron James",593,292,616,278.744289076264,597.348288656413,13.2557109237363,18.6517113435866
"374","Bojan Bogdanovic",280,127,297,117.135192000109,277.755507704497,9.86480799989091,19.2444922955028
"375","Tyler Johnson",152,76,174,68.2840329378089,154.122423835829,7.71596706219105,19.8775761641706
"376","Thaddeus Young",448,234,471,222.938214755545,450.955930825841,11.0617852444549,20.0440691741592
"377","George Hill",312,137,328,130.836101314575,307.95462585474,6.16389868542524,20.0453741452595
"378","Matthew Dellavedova",219,95,231,88.1091781866759,210.876553332938,6.89082181332414,20.1234466670618
"379","Jeremy Lamb",302,138,311,126.795662393014,290.405998454512,11.2043376069864,20.5940015454879
"380","Chris Paul",421,186,408,175.919940694126,387.286118249032,10.0800593058737,20.7138817509683
"381","Boris Diaw",191,102,218,91.6333953065378,196.481889361663,10.3666046934622,21.5181106383372
"382","Aaron Brooks",185,80,191,72.7429051686933,169.463862386401,7.25709483130667,21.5361376135986
"383","Channing Frye",131,60,162,52.8634725231089,140.239911058769,7.13652747689105,21.7600889412312
"384","Devin Booker",163,79,180,71.0319022279441,158.010008217113,7.96809777205588,21.9899917828869
"385","Jerryd Bayless",220,97,242,90.1955041722835,219.95698101834,6.80449582771645,22.0430189816603
"386","Ian Clark",102,52,122,43.1031096609082,99.9337920449946,8.89689033909182,22.0662079550054
"387","Jordan Clarkson",429,193,419,181.679017333962,396.799004609308,11.3209826660375,22.2009953906923
"388","Brook Lopez",529,256,512,243.85574022976,489.607421092489,12.1442597702397,22.3925789075113
"389","David West",169,92,185,80.4685301649638,162.256157900603,11.5314698350362,22.7438420993969
"390","Marco Belinelli",299,124,297,112.16147415026,273.833026732997,11.8385258497397,23.1669732670025
"391","Andre Iguodala",195,98,229,88.0953429403433,205.570484902852,9.90465705965667,23.429515097148
"392","Avery Bradley",383,169,402,158.616812801759,378.417373107243,10.3831871982407,23.5826268927569
"393","Dwight Howard",241,149,298,136.823117643568,273.999134356571,12.1768823564316,24.0008656434287
"394","Enes Kanter",275,158,317,146.262234830616,292.926227426703,11.7377651693838,24.0737725732968
"395","Ryan Anderson",398,176,410,165.951521285603,384.502756658563,10.0484787143967,25.4972433414374
"396","Nicolas Batum",398,169,405,158.810570525474,378.874590432938,10.1894294745257,26.125409567062
"397","Jason Smith",137,74,150,60.6245462987509,123.543360453621,13.3754537012491,26.456639546379
"398","Jared Dudley",190,90,223,79.8527602289798,196.237416667021,10.1472397710202,26.7625833329789
"399","Chris Bosh",438,202,460,190.651300503461,432.869671325643,11.3486994965388,27.1303286743567
"400","Serge Ibaka",393,193,406,178.953141056844,378.678590641383,14.0468589431562,27.3214093586169
"401","Anthony Davis",540,265,545,248.716592627204,516.622340132642,16.2834073727964,28.3776598673576
"402","Derrick Favors",342,179,358,164.630162034729,329.390758852066,14.3698379652714,28.6092411479341
"403","Ed Davis",144,91,182,76.5614279973978,153.122855994796,14.4385720026022,28.8771440052043
"404","Doug McDermott",233,103,251,91.8600869161526,220.371893942967,11.1399130838474,30.6281060570329
"405","Kyle Korver",260,111,282,97.1089562293419,251.318765937465,13.8910437706581,30.6812340625349
"406","Gary Neal",204,94,217,80.590512306631,185.840821632795,13.409487693369,31.1591783672052
"407","TJ Warren",344,175,370,159.645725410453,337.885905098235,15.3542745895473,32.1140949017654
"408","Paul George",614,257,616,248.290335388173,581.756289212663,8.70966461182655,34.2437107873372
"409","Mo Williams",235,109,245,91.8870978767829,210.285629697866,17.1129021232171,34.7143703021339
"410","Mirza Teletovic",273,120,313,107.480453405149,275.342396888044,12.5195465948508,37.657603111956
"411","CJ Miles",318,135,348,121.537095877038,309.786030527755,13.4629041229625,38.213969472245
"412","Arron Afflalo",314,150,334,128.46951728157,291.50390903715,21.5304827184295,42.4960909628501
"413","Blake Griffin",553,280,566,258.501078726289,523.381927070495,21.4989212737111,42.6180729295047
"414","Hassan Whiteside",272,165,330,143.534153119744,287.068306239488,21.4658468802559,42.9316937605118
"415","DeAndre Jordan",204,149,298,127.345378947461,254.690757894922,21.6546210525392,43.3092421050785
"416","James McAdoo",40,0,88,22.113208747057,44.2264174941141,-22.113208747057,43.7735825058859
"417","Tony Parker",325,173,359,151.99187983063,313.885048900362,21.0081201693695,45.1149510996381
"418","Allen Crabbe",321,151,353,128.950676918122,306.693274561362,22.0493230818779,46.3067254386381
"419","Jose Calderon",204,99,240,79.5855147970038,193.244834386901,19.4144852029962,46.7551656130986
"420","Khris Middleton",446,192,460,177.283896769083,410.984336917769,14.7161032309166,49.0156630822311
"421","Omri Casspi",297,153,368,135.40925272761,316.981769412017,17.5907472723902,51.0182305879827
"422","Karl-Anthony Towns",413,219,448,191.692948766793,393.133018121601,27.3070512332071,54.8669818783985
"423","Dirk Nowitzki",451,207,466,179.830858510185,408.270244135712,27.169141489815,57.7297558642884
"424","CJ McCollum",613,277,638,253.245586100868,579.213581471628,23.7544138991316,58.7864185283723
"425","Nikola Vucevic",462,243,487,212.312069553946,426.375189414798,30.6879304460544,60.6248105852019
"426","Klay Thompson",469,219,533,191.449190392896,459.294349456605,27.5508096071038,73.7056505433947
"427","Kawhi Leonard",495,255,574,217.305640211641,481.98425614859,37.6943597883586,92.0157438514097
"428","JJ Redick",344,167,415,130.338476704105,319.558624044672,36.6615232958945,95.4413759553278
"429","Kevin Durant",490,253,571,197.92165854245,446.478320121888,55.07834145755,124.521679878112
"430","Stephen Curry",569,288,709,232.640552464848,566.110082824724,55.359447535152,142.889917175276
